,text,embeddings,distances
108,"June 23 – Dickon Mitchell's party wins a majority of seats in Grenada's general election, defeating Prime Minister Keith Mitchell's party. Dickon Mitchell is sworn in the following day.","[-0.01410386 -0.00558332 -0.02314447 ... -0.02048855 -0.00029581
  0.00209824]",0.26543322070959086
109,"June 24 – The United States' Supreme Court rules in Dobbs v. Jackson Women's Health Organization that America's constitution does not confer a right to abortion. In response, mass protests against the decision form across the US as well as in France, the UK and Canada.","[-0.03431435 -0.00184201 -0.01270102 ...  0.01005743  0.00610186
 -0.02695941]",0.2790492716489882
110,June 26 – G7 leaders gather for a summit in Germany to discuss the situation in Ukraine. A ban on imports of Russian gold is announced.,"[ 0.00040664 -0.01176092  0.00368087 ...  0.00545586  0.01578338
 -0.02303658]",0.16396589181902566
111,"June 27 – 53 migrants from Mexico, Honduras, Guatemala, and El Salvador are found dead in a tractor trailer in San Antonio, Texas, United States.","[ 0.000176   -0.01000707  0.00894571 ... -0.0028366   0.00611543
 -0.00030779]",0.2525864601962463
112,"June 28 – June 30 – A NATO summit is held in Madrid, Spain along with the presence of guest countries from the European Union and the Indo-Pacific primarily searching for a consensual defensive reinforcement after the Russian invasion of Ukraine and the sustained threatening over the territorial integrity of other countries.","[-0.01422818 -0.0210882   0.02424407 ... -0.00198412  0.00183703
 -0.00980862]",0.2045865509931194
113,"July 1 – the Czech Republic takes over the Presidency of the Council of the European Union, after the French presidency.","[ 0.01426734 -0.00521884 -0.00272206 ...  0.02953591 -0.0022809
 -0.02748341]",0.2204433594219799
114,"July 1 – Yair Lapid succeeds Naftali Bennett as Prime Minister of Israel, while Bennett succeeds Lapid as Alternate Prime Minister of Israel; this arrangement had been created after the 2021 Israeli legislative election, in which no party won an outright majority.","[-0.00413185 -0.01461136 -0.0225492  ...  0.00212132 -0.00143295
 -0.02062014]",0.26684864927567464
115,"July 6 – July 31 – UEFA Women's Euro 2022, originally intended for 2021 but indirectly delayed due to UEFA Euro 2020 being delayed, is held in England, with the hosts winning their first major tournament since 1966.","[-0.00134859 -0.03909886 -0.00612179 ... -0.0087985   0.01874327
 -0.01310013]",0.2415920215924383
116,"July 7 – July 17 – The 2022 World Games is held in Birmingham, Alabama, United States.","[-0.0040865  -0.0178955  -0.00234807 ... -0.01545694  0.03043124
 -0.01143712]",0.26629034309788935
117,"July 7 – After revelations over his appointment of Chris Pincher as Deputy Chief Whip triggered a series of resignations from his government, UK Prime Minister Boris Johnson announces his intention to resign, triggering the July–September 2022 Conservative Party leadership election.","[-0.00771363 -0.01091659 -0.02620486 ...  0.00699976  0.01083446
 -0.00866125]",0.2536557897427969
118,"July 8 – Former Prime Minister of Japan Shinzo Abe is assassinated while giving a public speech in the city of Nara, Japan.","[-0.01139178 -0.00534049 -0.0127626  ... -0.00144698 -0.0027115
 -0.01506634]",0.2524724321652866
119,"July 11 – The first operational image from the James Webb Space Telescope, showing the galaxy cluster SMACS 0723, is revealed to the public.","[ 0.00692978 -0.00096238 -0.00605062 ...  0.0119655  -0.01371734
 -0.00897897]",0.2807927802700798
120,"July 18 – Droupadi Murmu is elected as President of India, making her the first tribal and youngest person to be elected to the office.","[-0.02760195 -0.00420419 -0.02233713 ... -0.00729024  0.00067368
 -0.00330648]",0.26307121842336534
121,July 18 – IFLA-UNESCO Public Library Manifesto issued.,"[-0.01831545  0.00829731 -0.01365988 ... -0.00454218  0.02849366
 -0.03607063]",0.2823545161905878
122,"July 19 – 2022 European heat waves: A series of severe heatwaves from July to August hit Europe, causing at least 53,000 deaths and additionally causing major wildfires, travel disruption, and record high temperatures in many countries.","[-0.00186954 -0.01514906  0.0049212  ... -0.01657531  0.00503362
 -0.01558593]",0.26091438810013834
123,"July 21 – The Parliament of Sri Lanka elects Prime Minister Ranil Wickremesinghe as President of Sri Lanka, following the resignation of Gotabaya Rajapaksa amid protests over the ongoing economic crisis.","[ 0.00943135 -0.0021937  -0.02258727 ... -0.00511338  0.01189335
 -0.00267821]",0.2505435682790288
124,"July 21 – The European Central Bank raises its key interest rate for the first time in more than 11 years, from minus 0.5 per cent to zero, with plans for further increases later in the year.","[-0.01860853 -0.02244718  0.01737559 ...  0.00745485  0.01009233
 -0.01380387]",0.2616704057033482
125,"July 22 – Russian invasion of Ukraine: Russia and Ukraine sign the Black Sea Grain Initiative, an agreement brokered by Turkey and the United Nations to facilitate the shipment of grain exports and reduce soaring global food prices.","[-0.00496245 -0.03018932  0.01081892 ...  0.00561029  0.01703818
  0.00519567]",0.13427439920488093
126,"July 23 – The World Health Organization (WHO) declares the recent monkeypox outbreak a Public Health Emergency of International Concern, as the number of reported cases exceeds 17,000 in 75 countries.","[ 0.00273059  0.00444902  0.01438805 ... -0.00783463 -0.00073149
 -0.02392029]",0.2667037454655564
127,July 27 – A 7.0 earthquake strikes the island of Luzon in the Philippines killing 11 people and injuring over 600.,"[ 0.00206075  0.00395125  0.00794104 ...  0.00776115  0.0015034
 -0.03104458]",0.25559023876794995
128,"July 28–August 8 – The 2022 Commonwealth Games is held in Birmingham, England.","[-0.0066727  -0.00752439 -0.00688402 ... -0.00563849  0.01203263
 -0.00853619]",0.264331717249089
129,"July 31 – Ayman al-Zawahiri, the Egyptian terrorist who became the 2nd Emir of al-Qaeda after Osama bin Laden's death in 2011, is killed in an airstrike in Kabul, Afghanistan conducted by the United States' Central Intelligence Agency.","[-0.03543245 -0.01217503 -0.01515375 ...  0.01088078 -0.00146416
 -0.00688748]",0.2637478520008206
130,"August 4 – China conducts its largest ever military exercise around Taiwan in response to a controversial visit by Nancy Pelosi, the highest-ranking U.S. official to visit Taiwan since the 1990s.","[-0.01857329 -0.02350275  0.00346623 ... -0.01261631  0.00657804
 -0.01437219]",0.24040141284424144
131,"August 4 – The Prime Minister of Peru, Aníbal Torres, resigns following multiple criminal investigations against the President of Peru, Pedro Castillo.","[ 0.00328697  0.00169779 -0.00598619 ...  0.01050937 -0.0172622
  0.00346586]",0.2637673237485195
132,"August 5 – August 7 – Israel launches airstrikes in the Gaza Strip, killing Islamic Jihad military leader Tayseer Jabari. Both parties agree to a ceasefire after three days of skirmish.","[-0.0357233  -0.00495612 -0.0019988  ... -0.00617306  0.02624943
 -0.01202554]",0.2336448973682388
133,August 6 – Terrance Drew is sworn in as prime minister of Saint Kitts and Nevis.,"[-0.00317829 -0.00877985 -0.03415402 ... -0.00177913  0.0102149
  0.00549556]",0.26060966477327163
134,"August 9 – 2022 Kenyan general election: William Ruto is elected as Kenya's 5th president, defeating longtime opposition leader Raila Odinga. His victory is certified by the nation's election supervisory agency on August 15 amid protests and violence by Odinga supporters.","[-0.02239018 -0.01104651 -0.0053876  ... -0.01465117  0.00819122
  0.01381137]",0.2593243753679656
135,"August 10 – Spanish club Real Madrid beat German club Eintracht Frankfurt 2–0 to win the 2022 UEFA Super Cup played at the Olympic Stadium in Helsinki, Finland.","[-0.00766665 -0.01232967  0.00298916 ... -0.017623    0.00244567
 -0.00989847]",0.2496271341460442
136,"August 12 – Indian-born British-American novelist Salman Rushdie is stabbed multiple times as he is about to give a public lecture at the Chautauqua Institution in Chautauqua, New York, United States.","[-0.01807445  0.00177843 -0.00640952 ... -0.02829839  0.01519245
 -0.00335147]",0.25469600846470475
137,August 17 – Turkey and Israel agree to restore full diplomatic relations after a period of tensions.,"[-0.01073537 -0.01432681 -0.00370835 ...  0.01593744  0.00659514
 -0.0212759 ]",0.2491537770282095
138,"August 19 – The coalition government of Montenegrin prime minister Dritan Abazović collapses after the 81-seat Parliament of Montenegro passes a motion of no confidence in a vote of 50–1, following dispute within the coalition over an agreement the government signed with the Serbian Orthodox Church.","[-0.00750683  0.00505909 -0.02429411 ... -0.01598228 -0.00384504
 -0.00819403]",0.23539630938067302
139,"August 27 – September 11 – The 2022 Asia Cup is held in the United Arab Emirates, and is won by Sri Lanka.","[-0.0075153  -0.01420418  0.02219726 ... -0.01575373  0.01226725
  0.01048527]",0.25630368043641905
140,"August 28 – 2022 Pakistan floods: Pakistan declares a ""climate catastrophe"" and appeals for international assistance, as the death toll from recent flooding in the country exceeds 1,000, the world's deadliest flood since 2017. Several nations, alongside the UN, pledge millions in funding for aid.","[-0.01197057 -0.02292701 -0.00466948 ... -0.00148188 -0.00770866
 -0.0107703 ]",0.27943721763987805
141,"August 30 – Mikhail Gorbachev, the final leader of the Soviet Union, dies at the age of 91.","[ 0.00285065 -0.01185389 -0.02618662 ...  0.00672462  0.01997047
  0.00408689]",0.22270964156778128
142,September 1 – The UN releases a report stating that the Chinese government's Xinjiang internment camps and treatment of Uyghurs may constitute crimes against humanity.,"[ 0.00790422 -0.02096644  0.01199461 ...  0.01758352  0.01902415
 -0.00539918]",0.22851079963702947
143,September 2 – Russian invasion of Ukraine: The G7 economies agree to impose a price cap on Russian petroleum exports.,"[-0.01081813 -0.01847606  0.00492061 ...  0.00779561  0.01144755
  0.00036142]",0.15216852817295845
144,"September 5 – A 6.8 earthquake strikes Luding County in Sichuan province, China, killing 117 and injuring 424.","[ 0.01266159  0.0163887   0.0147234  ...  0.00287298 -0.00355859
 -0.03010763]",0.2560247594996359
145,September 6 – Liz Truss is appointed Prime Minister of the United Kingdom after winning the July–September 2022 Conservative Party leadership election.,"[-0.0107486   0.0013045  -0.01714524 ...  0.0116365   0.0033859
 -0.01428145]",0.2616218561477316
146,September 8 – Queen Elizabeth II of the United Kingdom and 14 other Commonwealth realms dies at Balmoral Castle in Scotland at the age of 96. Her son Charles III succeeds her as King.,"[-0.00250569 -0.00088783 -0.02049179 ...  0.02925213  0.01034153
 -0.00374896]",0.27817065119894313
147,"September 11 – The 2022 Swedish general election is held to elect all 349 seats of the Riksdag. Prime Minister Magdalena Andersson resigns after her centre-left bloc narrowly loses to a bloc of right-wing parties, 176 seats to 173; Andersson is succeeded as prime minister by Ulf Kristersson in October.","[-0.01135927 -0.03253002 -0.00756848 ... -0.0149402  -0.00212986
 -0.00631909]",0.25009726881821326
148,"September 12 – September 2022 Armenia–Azerbaijan clashes: Azerbaijan attacks Armenian positions near the cities of Vardenis, Goris, Sotk and Jermuk, and occupies certain areas of its territory along the Armenia–Azerbaijan border. Over the next few days, more than 100 Armenian soldiers are killed in the clashes, while Azerbaijan acknowledges 71 fatalities among its forces.","[-0.01301117 -0.00885529 -0.00555775 ... -0.00646582  0.02017626
 -0.0153907 ]",0.21077358517404576
149,September 14–September 20 – 2022 Kyrgyzstan–Tajikistan clashes: Dozens are killed as sporadic clashes occur between Kyrgyz and Tajik troops along their countries' respective border.,"[-0.02263547 -0.0149381   0.01761261 ... -0.01328121  0.02581878
 -0.00646774]",0.2214478437769205
150,"September 14–September 25 – The Atlantic hurricane Fiona hits Guadeloupe, Puerto Rico, the Dominican Republic, the Lucayan Archipelago, Bermuda, and Eastern Canada.","[-0.02722211 -0.01119131 -0.00564826 ... -0.02185659 -0.00190029
 -0.00397482]",0.2674454066530746
151,"September 16 – Protests erupt in Iran following the death of Mahsa Amini in the custody of the country's ""morality police"".","[-0.0215367  -0.00533869 -0.00617377 ... -0.00362303 -0.00101542
 -0.0115352 ]",0.2534220772993947
152,"September 19 – The state funeral of Elizabeth II is held in Westminster Abbey, London. Her coffin is then taken by procession to Windsor Castle for burial with her husband, parents and sister in the King George VI Memorial Chapel. The funeral is speculated to be the most watched television event in world history.","[-0.00509851 -0.01079609 -0.00596813 ...  0.01347579 -0.00802621
 -0.01891249]",0.28395870655676414
153,"September 21 – Russian invasion of Ukraine: Following a major counteroffensive by Ukraine in the east of the country, Putin announces a partial mobilisation of Russia and threatens nuclear retaliation, saying ""this is not a bluff"".","[-0.025673   -0.02207111  0.01325799 ...  0.00373919  0.01992531
 -0.00913882]",0.11690880775773282
154,"September 22 – October 1 – The 2022 FIBA Women's Basketball World Cup is held in Sydney, Australia. In the final, the United States wins 83–61 against China.","[-0.01503553 -0.02628005  0.00022569 ... -0.0091177   0.00958676
 -0.01497128]",0.2654434139603443
155,"September 24 – The 2022 Nauruan parliamentary election is held, which is followed by Ubenide parliament member Russ Kun being elected president by parliament.","[-0.01303298 -0.02095863  0.00013914 ... -0.01141213 -0.00451193
 -0.01264927]",0.2367555016482068
156,"September 25 – The 2022 Italian general election is held to elect all 400 seats of the Chamber of Deputies and 200 seats of the Senate of the Republic (reduced from 630 and 215 respectively according to the outcome of the 2020 constitutional referendum). Observers commented that the results shifted the geopolitics of the European Union, following far-right gains in France, Spain, and Sweden. It was also noted that the election outcome would mark Italy's most right-wing government since 1945.","[-0.01922376 -0.01556517 -0.00333216 ...  0.00429529 -0.01176438
 -0.02607554]",0.2776006621750934
157,September 26 – NASA's DART crashes into the asteroid Dimorphos in a first test of potential planetary defense.,"[-0.0046913  -0.01155192 -0.01186467 ... -0.00096488 -0.01384101
 -0.00494417]",0.27605664299232147
158,"September 26 – The Nord Stream pipeline sabotage occurs by an unknown perpetrator off the coast of Bornholm, Denmark with explosions on two pipelines leaving them inoperable.","[-0.0171748  -0.03456429  0.02490347 ...  0.00928513  0.00410585
  0.00973462]",0.21898278045851804
159,"September 27–September 30 – Hurricane Ian impacts Cuba and the United States, causing catastrophic damage to both nations, killing at least 157 people, 16 missing, and leaving millions without power, including the entire nation of Cuba.","[-0.02684482 -0.01798343  0.00704351 ... -0.01463434  0.00079573
 -0.01842649]",0.2548404311017102
160,"September 27 – Russian occupation authorities in Ukraine claim that their annexation referendums show an overwhelming support for the annexation by Russia of the Donetsk People's Republic, the Luhansk People's Republic, and parts of Kherson Oblast and Zaporizhzhia Oblast. However, the voting is widely dismissed as a sham referendum.","[ 0.0031739   0.00374961  0.0118594  ...  0.02178094  0.01169348
 -0.00145754]",0.1492858581817319
161,"September 30 – Annexation of Southern and Eastern Ukraine: Russian President Vladimir Putin signs treaties absorbing the occupied regions of Donetsk, Luhansk, Kherson and Zaporizhzhia into the Russian Federation. This annexation is seen as a breach of international law by the global community.","[-0.00043868 -0.00154268  0.02334717 ...  0.00999067  0.00957661
  0.0050354 ]",0.13546869621253477
162,"September 30 – Burkina Faso's military junta is overthrown by the country's second coup of the year, led by army captain Ibrahim Traoré.","[-0.03019287 -0.01723814  0.0033758  ... -0.00184788  0.0136991
  0.00737845]",0.2356260990539074
163,"October 1 – A fatal human crush occurs during an association football match at Kanjuruhan Stadium in Malang Regency, East Java, Indonesia, killing 135 people and injuring more than 500.","[-0.00255701  0.00229386  0.01734465 ... -0.01109528  0.00498162
  0.00020419]",0.2569088041527485
164,October 5 – OPEC+ imposes a production cut of up to 2 million barrels per day.,"[-0.02460348 -0.0209948   0.01125136 ...  0.01812074 -0.00172379
 -0.01014942]",0.2728177101336604
165,"October 8 – Russian invasion of Ukraine: An explosion occurs on the Crimean Bridge connecting Crimea and Russia, killing three and causing a partial collapse of the only road bridge between the Crimean Peninsula and the Russian mainland. Two days later, retaliatory missile strikes are conducted by Russia across Ukraine, the most widespread since the start of the invasion, notably including attacks on Kyiv.","[-0.01397872 -0.0081978   0.01054936 ...  0.0030456   0.01831605
  0.00611079]",0.12107460462277542
166,"October 12–October 13 – 2022 Bratislava shooting, killing 3 (including the perpetrator) and injuring one. The shooting occurred outside of a gay bar in Bratislava known as Tepláreň. Two people (excluding the perpetrator) died as a result of the shooting. Juraj Vankulič, a non-binary person, and Matúš Horváth, a bisexual man. The perpetrator (Juraj Krajčík) was found dead due to a self-inflicted gunshot the morning after the attack.","[-0.01593432  0.00453695 -0.00308019 ... -0.01116069 -0.01564097
 -0.01432089]",0.24970850823914026
167,"October 16–October 23 – The 20th National Congress of the Chinese Communist Party is held. Xi Jinping is elected as General Secretary by the Central Committee, beginning a third term as the paramount leader of China.","[-0.0092576  -0.01635208  0.01077692 ...  0.00056894  0.00322696
 -0.01402159]",0.26133982680422085
168,"October 20 – Amid a government crisis, Liz Truss announces her resignation as leader of the Conservative Party and her intention to resign as prime minister of the United Kingdom, after 45 days in office.","[-0.01305492 -0.00544694 -0.007909   ...  0.01841631 -0.0022656
 -0.01973448]",0.26238964561992606
169,"October 25 – Rishi Sunak becomes Prime Minister of the United Kingdom, following the resignation of Liz Truss the previous week resulting in a 50-day tenure, making him the first person of colour to become the prime minister.","[ 0.00757079 -0.02273776 -0.01944777 ...  0.00562728 -0.00086457
  0.00275489]",0.2756431204575148
170,October 28 – Elon Musk completes his $44 billion acquisition of Twitter.,"[-0.01130256 -0.0157921   0.00517273 ...  0.01438164  0.01391569
 -0.0012861 ]",0.2765498535041988
171,October 28 – Sam Matekane is sworn in as Prime Minister of Lesotho after securing a victory in the 7 October elections.,"[-0.00079799 -0.01179405 -0.03039847 ... -0.00761235  0.01279969
  0.0002168 ]",0.2602190024841514
172,"October 29 – At least 158 people are killed and another 197 injured in a crowd crush during Halloween festivities in Seoul, South Korea.","[ 0.00084173 -0.00041285  0.02295931 ... -0.00731107 -0.01262762
  0.00189831]",0.26125383674018976
173,"October 29 – A double car bombing by al-Shabaab in Mogadishu, Somalia kills at least 121 people and injures around 300.","[-0.0176886  -0.00507     0.00932133 ... -0.01024315  0.00227554
  0.00378719]",0.25867489394175114
174,"October 29 – Russian invasion of Ukraine: In response to an alleged Ukrainian drone attack against the Black Sea Fleet, Russia suspends its participation in the Black Sea Grain Initiative.","[-0.01514458 -0.03895803  0.01510564 ...  0.0138728   0.01069334
  0.00907766]",0.12847533439748016
175,"October 30 – 2022 Brazilian general election: Luiz Inácio Lula da Silva defeats incumbent Jair Bolsonaro in a runoff election after neither candidate secured a majority in the first round of voting. Lula da Silva is the first president elected three times, and also the oldest one, at 77.","[-0.02160734 -0.00960326 -0.01688315 ... -0.0003838  -0.00652802
  0.00782201]",0.26600418603348697
176,"October 30 – The collapse of a suspension bridge in Gujarat, India, leaves at least 135 dead.","[ 0.0084719   0.02351146  0.01523387 ... -0.01254592  0.01604997
 -0.01949573]",0.2621847057277067
177,"November 1 – 2022 Israeli legislative election: A bloc of right-wing and far-right political parties led by former Prime Minister Benjamin Netanyahu wins a 64-seat majority (out of 120), allowing him to be sworn in as Prime Minister of Israel for a third time in December.","[-0.01895791 -0.01865926 -0.02252875 ... -0.00051534 -0.00332088
 -0.00524589]",0.26510374872375475
178,"November 1 – 2022 Danish general election: A bloc of left-leaning political parties wins a narrow one-seat majority of 90 seats. Incumbent Prime Minister Mette Frederiksen's second government takes office in December, in the form of a coalition with Venstre and the Moderates.","[-0.02345899 -0.04113429 -0.01798652 ... -0.00300694  0.00103014
  0.00347865]",0.26211463656676404
179,"November 2–November 3 – Tigray War: The Ethiopian government and the TPLF agree to a formal cessation of hostilities, signing a peace agreement in Pretoria, South Africa.","[-0.01738009 -0.03543263  0.00439028 ... -0.00246024  0.01316438
 -0.00319734]",0.24437609445299147
180,"November 6–November 18 – The 2022 United Nations Climate Change Conference (COP27) on climate change mitigation takes place in Sharm el-Sheikh, Egypt.","[-0.01602891 -0.02646605  0.01982423 ...  0.00748311  0.00368779
 -0.02206348]",0.26593462801799705
181,"November 11 – The cryptocurrency exchange FTX, once valued at $18 billion, files for Chapter 11 bankruptcy, in a collapse that affects the cryptocurrency environment.","[ 2.40485440e-03 -2.53873281e-02 -1.55855832e-05 ...  6.17824448e-03
  5.64934174e-03 -4.67549972e-02]",0.29418198588217104
182,"November 11 – Russian invasion of Ukraine: Ukrainian forces recapture Kherson, the only regional capital to be taken by Russia since the start of the war.","[-0.01200405 -0.01397524  0.0164645  ...  0.02294668  0.00684231
  0.01285065]",0.11549717051371877
183,November 15 – The world population reaches 8 billion.,"[ 0.00067309 -0.01104772  0.00710165 ...  0.00076479  0.00923278
 -0.02303136]",0.2611601742605413
184,"November 15 – The 2022 G20 Bali summit in Bali, Indonesia takes place.","[-0.01124063 -0.0280467   0.03207551 ... -0.00550087 -0.00186106
 -0.00827713]",0.26853650201008605
185,"November 15 – Two missiles impact the village of Przewodów, Poland, close to the border with Ukraine.","[-9.28963348e-03 -8.61332752e-03 -7.03820551e-05 ...  1.97149515e-02
  3.86323710e-03 -5.74620615e-04]",0.17717370323059245
186,"November 16 – NASA launches Artemis 1, the first uncrewed mission of its Space Launch System, the most powerful rocket ever to reach orbit. The onboard Orion capsule orbits the Moon before returning to Earth, as a demonstration of planned human missions.","[ 0.01194324 -0.01334224 -0.02974153 ... -0.00847815  0.017319
  0.00013885]",0.28263372145519583
187,"November 19 – The 2022 Malaysian general election results in a hung parliament, which is the first in the country's history. Long-time opposition leader Anwar Ibrahim is appointed by Yang di-Pertuan Agong Abdullah as prime minister five days later to break the political deadlock and form a unity government.","[-0.02561865 -0.02235227 -0.01581952 ... -0.0013682   0.0075575
  0.00524862]",0.2631788775184465
188,"November 19–November 26 – The 2022 Central American and Caribbean Beach Games are held in Santa Marta, Colombia.","[-0.02163706 -0.02513527  0.01297576 ... -0.01261298 -0.0003395
 -0.01194573]",0.2892949838042037
189,November 20–December 18 – The 2022 FIFA World Cup is held in Qatar and won by Argentina.,"[ 0.00320315 -0.01564382  0.01294444 ... -0.00702465 -0.0011543
 -0.01610836]",0.25608965032313513
190,"November 20 – 2022 Nepalese general election: The Nepali Congress, led by Prime Minister Sher Bahadur Deuba, emerged as the largest party with 89 seats, but the governing bloc falls short of the majority by two seats, leading into likely coalition government.","[-0.00423768 -0.00069555 -0.00154808 ... -0.00916447  0.00250043
 -0.00332317]",0.2956164265419251
191,"November 21 – A 5.6 earthquake strikes near Cianjur in West Java, Indonesia, killing 635 people and injuring 7,700 more.","[ 0.00408654 -0.00408654  0.023722   ... -0.00302358  0.00033136
 -0.01350728]",0.25459709763885874
192,"November 30 – OpenAI releases ChatGPT, an artificial intelligence chatbot able to answer questions and write essays.","[-1.12566715e-02 -1.43882269e-02  6.89834314e-06 ... -1.02540534e-02
 -3.46033601e-03 -3.81776318e-02]",0.2903839233397859
193,"December 2 – The G7 and Australia join the EU in imposing a cap of $60 a barrel on Russian crude oil, designed to ""prevent Russia from profiting from its war of aggression against Ukraine.""","[-0.0098774  -0.01774273 -0.00803518 ...  0.01813469 -0.0026392
 -0.00125836]",0.1889556963653125
194,November 15 – Advocate Aurora Health and Atrium Health merged creating Advocate Health.,"[-0.01287693 -0.00164788  0.00991335 ...  0.0103758   0.00946393
 -0.01457692]",0.28325398633905396
195,"December 5 – The National Ignition Facility achieves fusion ignition, a major milestone in the development of nuclear fusion power.","[-0.0292349  -0.00907111 -0.0187772  ...  0.01214233 -0.00097271
 -0.00746423]",0.2791407983216856
196,December 7 – The Congress of Peru removes President Pedro Castillo from office and arrests him after he tries to dissolve Congress in a self-coup attempt. Vice President Dina Boluarte becomes the first female President of Peru.,"[-0.02641899  0.00800516 -0.01974911 ...  0.01688314 -0.00624325
  0.00279432]",0.2622623365191783
197,"December 7 – After substantial protests against China's Zero-COVID policies, the Chinese government eases on its COVID restrictions.","[ 0.01584628 -0.01876429 -0.01230671 ...  0.0109851   0.01213006
 -0.02938955]",0.2579130341366085
198,"December 17 – Leo Varadkar succeeds Micheál Martin as Taoiseach (Prime Minister) of Ireland, as part of a rotation agreement made in 2020.","[ 0.00830395 -0.02377431 -0.0251267  ... -0.00197171 -0.00814596
 -0.01492688]",0.2696052592855407
199,December 18 – Argentina wins the 2022 FIFA World Cup against defending champions France.,"[ 0.01067492  0.00182985  0.00359566 ... -0.00500767  0.0066342
 -0.00840161]",0.26875940087906625
200,"December 19 – At the UN Biodiversity Conference (COP15), nearly 200 countries agree a landmark deal to protect a third of the planet for nature by 2030.","[ 0.00176354 -0.00932271  0.0292617  ...  0.01059717 -0.02319525
 -0.02555301]",0.2750533548732186
201,"December 21–December 26 – A major winter storm hits the northern United States and southern Canada. Killing at least 91 people, the storm also severely disrupts North American air traffic, with Southwest Airlines alone canceling more than half of its schedule.","[-0.02481758 -0.02392337  0.00330145 ...  0.00494732 -0.00826821
 -0.0079183 ]",0.25995201295639203
202,"December 24 – 2022 Fijian general election: The Parliament of Fiji elects Sitiveni Rabuka as Prime Minister of Fiji, defeating incumbent Prime Minister Frank Bainimarama after a contentious election.","[-0.01166469 -0.0093896  -0.0232137  ... -0.00421279  0.00120583
  0.00262215]",0.2479736108795738
203,"December 29 – Brazilian football legend Pelé dies at the age of 82, with his funeral being held at the Vila Belmiro stadium in Santos.","[-0.00761655  0.00403435  0.0083107  ...  0.00779486  0.01697803
 -0.00574744]",0.2878053346121192
204,"December 31 – Former Pope Benedict XVI dies at the age of 95, with his funeral being held in St. Peter's Square, presided over by Pope Francis and Cardinal Giovanni Battista Re.","[ 0.02361744  0.00780126 -0.01283162 ...  0.00877238  0.00430526
 -0.00921909]",0.2930794884643665
205,"December 7 – The world population was estimated to have reached 8 billion after 11 years on 15 November 2022. China was the most populous country throughout the year, followed by India. Africa was the fastest growing continent.","[-0.00410759 -0.01441281  0.00298218 ... -0.00775493 -0.01658167
 -0.01015706]",0.26402496712445733
206,December 7 –  Media related to 2022 at Wikimedia Commons,"[-0.01055535 -0.01819577 -0.00288121 ...  0.01671905 -0.00093499
 -0.01965965]",0.2783473966391442
